name,x,count
petster-friendships-cat,619,3
petster-friendships-cat,620,4
petster-friendships-cat,621,4
petster-friendships-cat,622,1
petster-friendships-cat,623,5
petster-friendships-cat,625,3
petster-friendships-cat,626,6
petster-friendships-cat,627,2
petster-friendships-cat,628,2
petster-friendships-cat,630,6
petster-friendships-cat,631,8
petster-friendships-cat,632,3
petster-friendships-cat,633,2
petster-friendships-cat,634,3
petster-friendships-cat,635,1
petster-friendships-cat,636,5
petster-friendships-cat,637,4
petster-friendships-cat,638,3
petster-friendships-cat,639,2
petster-friendships-cat,640,5
petster-friendships-cat,641,5
petster-friendships-cat,642,6
petster-friendships-cat,643,3
petster-friendships-cat,644,6
petster-friendships-cat,645,3
petster-friendships-cat,646,2
petster-friendships-cat,647,4
petster-friendships-cat,648,3
petster-friendships-cat,649,5
petster-friendships-cat,650,3
petster-friendships-cat,651,3
petster-friendships-cat,652,5
petster-friendships-cat,653,2
petster-friendships-cat,654,4
petster-friendships-cat,655,4
petster-friendships-cat,656,3
petster-friendships-cat,657,3
petster-friendships-cat,658,8
petster-friendships-cat,659,4
petster-friendships-cat,661,1
petster-friendships-cat,662,4
petster-friendships-cat,663,4
petster-friendships-cat,664,1
petster-friendships-cat,665,2
petster-friendships-cat,666,1
petster-friendships-cat,667,1
petster-friendships-cat,668,3
petster-friendships-cat,669,6
petster-friendships-cat,670,4
petster-friendships-cat,671,3
petster-friendships-cat,672,5
petster-friendships-cat,673,2
petster-friendships-cat,674,2
petster-friendships-cat,675,3
petster-friendships-cat,676,4
petster-friendships-cat,677,3
petster-friendships-cat,678,7
petster-friendships-cat,679,1
petster-friendships-cat,680,12
petster-friendships-cat,681,3
petster-friendships-cat,682,3
petster-friendships-cat,683,2
petster-friendships-cat,684,4
petster-friendships-cat,685,3
petster-friendships-cat,686,3
petster-friendships-cat,687,3
petster-friendships-cat,688,2
petster-friendships-cat,689,2
petster-friendships-cat,690,5
petster-friendships-cat,691,6
petster-friendships-cat,692,3
petster-friendships-cat,693,3
petster-friendships-cat,694,3
petster-friendships-cat,695,8
petster-friendships-cat,696,4
petster-friendships-cat,697,6
petster-friendships-cat,698,4
petster-friendships-cat,699,3
petster-friendships-cat,700,2
petster-friendships-cat,701,5
petster-friendships-cat,702,3
petster-friendships-cat,703,5
petster-friendships-cat,704,6
petster-friendships-cat,705,4
petster-friendships-cat,706,3
petster-friendships-cat,707,6
petster-friendships-cat,708,3
petster-friendships-cat,709,6
petster-friendships-cat,710,2
petster-friendships-cat,711,5
petster-friendships-cat,712,2
petster-friendships-cat,713,7
petster-friendships-cat,714,4
petster-friendships-cat,715,1
petster-friendships-cat,716,6
petster-friendships-cat,717,6
petster-friendships-cat,718,3
petster-friendships-cat,719,3
petster-friendships-cat,720,4
petster-friendships-cat,721,3
petster-friendships-cat,722,2
petster-friendships-cat,723,4
petster-friendships-cat,724,4
petster-friendships-cat,725,3
petster-friendships-cat,726,1
petster-friendships-cat,727,6
petster-friendships-cat,728,1
petster-friendships-cat,729,1
petster-friendships-cat,730,3
petster-friendships-cat,731,3
petster-friendships-cat,732,4
petster-friendships-cat,733,3
petster-friendships-cat,734,2
petster-friendships-cat,735,2
petster-friendships-cat,736,4
petster-friendships-cat,737,3
petster-friendships-cat,738,3
petster-friendships-cat,739,1
petster-friendships-cat,741,2
petster-friendships-cat,742,4
petster-friendships-cat,743,3
petster-friendships-cat,744,3
petster-friendships-cat,745,5
petster-friendships-cat,746,3
petster-friendships-cat,747,2
petster-friendships-cat,748,7
petster-friendships-cat,749,1
petster-friendships-cat,750,3
petster-friendships-cat,751,7
petster-friendships-cat,752,3
petster-friendships-cat,753,3
petster-friendships-cat,754,2
petster-friendships-cat,755,1
petster-friendships-cat,756,4
petster-friendships-cat,757,2
petster-friendships-cat,758,5
petster-friendships-cat,759,1
petster-friendships-cat,760,3
petster-friendships-cat,761,4
petster-friendships-cat,762,2
petster-friendships-cat,763,2
petster-friendships-cat,764,3
petster-friendships-cat,765,1
petster-friendships-cat,766,1
petster-friendships-cat,767,3
petster-friendships-cat,769,7
petster-friendships-cat,770,3
petster-friendships-cat,771,3
petster-friendships-cat,772,6
petster-friendships-cat,773,3
petster-friendships-cat,774,1
petster-friendships-cat,775,4
petster-friendships-cat,776,1
petster-friendships-cat,777,2
petster-friendships-cat,778,2
petster-friendships-cat,779,6
petster-friendships-cat,780,3
petster-friendships-cat,781,5
petster-friendships-cat,782,5
petster-friendships-cat,783,6
petster-friendships-cat,784,2
petster-friendships-cat,785,6
petster-friendships-cat,786,4
petster-friendships-cat,787,4
petster-friendships-cat,788,2
petster-friendships-cat,791,2
petster-friendships-cat,792,1
petster-friendships-cat,793,4
petster-friendships-cat,794,3
petster-friendships-cat,795,2
petster-friendships-cat,796,3
petster-friendships-cat,798,5
petster-friendships-cat,799,3
petster-friendships-cat,800,3
petster-friendships-cat,801,3
petster-friendships-cat,802,1
petster-friendships-cat,803,5
petster-friendships-cat,804,2
petster-friendships-cat,805,3
petster-friendships-cat,806,1
petster-friendships-cat,807,2
petster-friendships-cat,808,5
petster-friendships-cat,809,4
petster-friendships-cat,810,2
petster-friendships-cat,811,2
petster-friendships-cat,812,1
petster-friendships-cat,813,2
petster-friendships-cat,814,2
petster-friendships-cat,815,2
petster-friendships-cat,816,1
petster-friendships-cat,817,1
petster-friendships-cat,818,1
petster-friendships-cat,819,5
petster-friendships-cat,820,2
petster-friendships-cat,821,3
petster-friendships-cat,822,1
petster-friendships-cat,823,1
petster-friendships-cat,825,2
petster-friendships-cat,826,1
petster-friendships-cat,827,3
petster-friendships-cat,828,4
petster-friendships-cat,829,3
petster-friendships-cat,830,1
petster-friendships-cat,831,2
petster-friendships-cat,832,1
petster-friendships-cat,833,5
petster-friendships-cat,834,4
petster-friendships-cat,835,1
petster-friendships-cat,837,2
petster-friendships-cat,838,4
petster-friendships-cat,839,2
petster-friendships-cat,840,1
petster-friendships-cat,841,2
petster-friendships-cat,842,3
petster-friendships-cat,843,2
petster-friendships-cat,844,7
petster-friendships-cat,845,2
petster-friendships-cat,846,1
petster-friendships-cat,847,4
petster-friendships-cat,848,3
petster-friendships-cat,850,5
petster-friendships-cat,851,3
petster-friendships-cat,852,5
petster-friendships-cat,853,3
petster-friendships-cat,854,1
petster-friendships-cat,855,1
petster-friendships-cat,856,4
petster-friendships-cat,857,2
petster-friendships-cat,859,1
petster-friendships-cat,860,4
petster-friendships-cat,861,1
petster-friendships-cat,862,2
petster-friendships-cat,863,1
petster-friendships-cat,864,2
petster-friendships-cat,865,4
petster-friendships-cat,867,7
petster-friendships-cat,868,3
petster-friendships-cat,869,3
petster-friendships-cat,871,1
petster-friendships-cat,872,2
petster-friendships-cat,874,1
petster-friendships-cat,875,2
petster-friendships-cat,876,6
petster-friendships-cat,877,2
petster-friendships-cat,878,7
petster-friendships-cat,879,3
petster-friendships-cat,880,4
petster-friendships-cat,881,3
petster-friendships-cat,882,4
petster-friendships-cat,883,4
petster-friendships-cat,884,5
petster-friendships-cat,885,6
petster-friendships-cat,886,3
petster-friendships-cat,887,2
petster-friendships-cat,889,2
petster-friendships-cat,890,2
petster-friendships-cat,891,2
petster-friendships-cat,892,5
petster-friendships-cat,893,5
petster-friendships-cat,894,4
petster-friendships-cat,895,1
petster-friendships-cat,896,2
petster-friendships-cat,897,4
petster-friendships-cat,898,2
petster-friendships-cat,899,2
petster-friendships-cat,900,5
petster-friendships-cat,901,2
petster-friendships-cat,902,3
petster-friendships-cat,903,2
petster-friendships-cat,904,3
petster-friendships-cat,905,1
petster-friendships-cat,906,4
petster-friendships-cat,907,1
petster-friendships-cat,908,2
petster-friendships-cat,909,4
petster-friendships-cat,910,4
petster-friendships-cat,911,3
petster-friendships-cat,912,5
petster-friendships-cat,913,1
petster-friendships-cat,914,5
petster-friendships-cat,915,1
petster-friendships-cat,916,3
petster-friendships-cat,917,2
petster-friendships-cat,918,1
petster-friendships-cat,919,1
petster-friendships-cat,920,4
petster-friendships-cat,921,3
petster-friendships-cat,922,1
petster-friendships-cat,923,1
petster-friendships-cat,924,3
petster-friendships-cat,925,3
petster-friendships-cat,926,8
petster-friendships-cat,927,1
petster-friendships-cat,928,3
petster-friendships-cat,929,4
petster-friendships-cat,930,3
petster-friendships-cat,931,2
petster-friendships-cat,932,8
petster-friendships-cat,933,3
petster-friendships-cat,934,1
petster-friendships-cat,935,3
petster-friendships-cat,936,2
petster-friendships-cat,937,1
petster-friendships-cat,938,3
petster-friendships-cat,939,3
petster-friendships-cat,940,3
petster-friendships-cat,942,3
petster-friendships-cat,943,4
petster-friendships-cat,944,1
petster-friendships-cat,945,1
petster-friendships-cat,946,2
petster-friendships-cat,947,2
petster-friendships-cat,948,2
petster-friendships-cat,949,2
petster-friendships-cat,950,2
petster-friendships-cat,951,3
petster-friendships-cat,952,1
petster-friendships-cat,953,3
petster-friendships-cat,954,3
petster-friendships-cat,955,2
petster-friendships-cat,956,7
petster-friendships-cat,957,2
petster-friendships-cat,958,2
petster-friendships-cat,959,2
petster-friendships-cat,960,3
petster-friendships-cat,961,1
petster-friendships-cat,964,1
petster-friendships-cat,965,3
petster-friendships-cat,966,2
petster-friendships-cat,967,2
petster-friendships-cat,968,1
petster-friendships-cat,969,4
petster-friendships-cat,971,3
petster-friendships-cat,972,2
petster-friendships-cat,973,3
petster-friendships-cat,975,1
petster-friendships-cat,978,3
petster-friendships-cat,980,5
petster-friendships-cat,983,1
petster-friendships-cat,984,1
petster-friendships-cat,985,3
petster-friendships-cat,986,1
petster-friendships-cat,987,3
petster-friendships-cat,989,1
petster-friendships-cat,990,3
petster-friendships-cat,991,2
petster-friendships-cat,992,3
petster-friendships-cat,993,3
petster-friendships-cat,994,2
petster-friendships-cat,995,1
petster-friendships-cat,996,1
petster-friendships-cat,997,1
petster-friendships-cat,999,1
petster-friendships-cat,1000,2
petster-friendships-cat,1001,1
petster-friendships-cat,1002,2
petster-friendships-cat,1003,1
petster-friendships-cat,1004,6
petster-friendships-cat,1005,5
petster-friendships-cat,1006,2
petster-friendships-cat,1007,3
petster-friendships-cat,1008,1
petster-friendships-cat,1009,1
petster-friendships-cat,1010,1
petster-friendships-cat,1011,1
petster-friendships-cat,1012,2
petster-friendships-cat,1013,3
petster-friendships-cat,1014,3
petster-friendships-cat,1015,1
petster-friendships-cat,1016,2
petster-friendships-cat,1017,1
petster-friendships-cat,1019,1
petster-friendships-cat,1020,3
petster-friendships-cat,1021,1
petster-friendships-cat,1022,1
petster-friendships-cat,1023,1
petster-friendships-cat,1024,5
petster-friendships-cat,1025,1
petster-friendships-cat,1026,1
petster-friendships-cat,1027,2
petster-friendships-cat,1028,3
petster-friendships-cat,1029,3
petster-friendships-cat,1030,1
petster-friendships-cat,1031,2
petster-friendships-cat,1032,5
petster-friendships-cat,1033,3
petster-friendships-cat,1034,4
petster-friendships-cat,1035,2
petster-friendships-cat,1036,4
petster-friendships-cat,1037,1
petster-friendships-cat,1038,2
petster-friendships-cat,1039,1
petster-friendships-cat,1040,2
petster-friendships-cat,1041,3
petster-friendships-cat,1043,3
petster-friendships-cat,1044,1
petster-friendships-cat,1045,2
petster-friendships-cat,1046,3
petster-friendships-cat,1048,3
petster-friendships-cat,1049,2
petster-friendships-cat,1050,2
petster-friendships-cat,1051,1
petster-friendships-cat,1054,4
petster-friendships-cat,1055,2
petster-friendships-cat,1056,3
petster-friendships-cat,1057,2
petster-friendships-cat,1058,1
petster-friendships-cat,1059,2
petster-friendships-cat,1060,1
petster-friendships-cat,1061,4
petster-friendships-cat,1062,1
petster-friendships-cat,1063,3
petster-friendships-cat,1064,2
petster-friendships-cat,1065,2
petster-friendships-cat,1066,2
petster-friendships-cat,1067,1
petster-friendships-cat,1068,4
petster-friendships-cat,1069,1
petster-friendships-cat,1070,2
petster-friendships-cat,1071,1
petster-friendships-cat,1072,3
petster-friendships-cat,1073,2
petster-friendships-cat,1074,1
petster-friendships-cat,1075,2
petster-friendships-cat,1077,3
petster-friendships-cat,1078,1
petster-friendships-cat,1080,1
petster-friendships-cat,1082,1
petster-friendships-cat,1084,2
petster-friendships-cat,1085,1
petster-friendships-cat,1086,1
petster-friendships-cat,1087,1
petster-friendships-cat,1089,2
petster-friendships-cat,1092,1
petster-friendships-cat,1094,1
petster-friendships-cat,1095,1
petster-friendships-cat,1097,1
petster-friendships-cat,1099,3
petster-friendships-cat,1100,1
petster-friendships-cat,1101,1
petster-friendships-cat,1104,4
petster-friendships-cat,1105,2
petster-friendships-cat,1106,1
petster-friendships-cat,1107,1
petster-friendships-cat,1108,3
petster-friendships-cat,1109,2
petster-friendships-cat,1110,3
petster-friendships-cat,1111,1
petster-friendships-cat,1113,5
petster-friendships-cat,1114,1
petster-friendships-cat,1115,2
petster-friendships-cat,1117,3
petster-friendships-cat,1118,1
petster-friendships-cat,1121,1
petster-friendships-cat,1124,2
petster-friendships-cat,1125,1
petster-friendships-cat,1127,4
petster-friendships-cat,1128,2
petster-friendships-cat,1129,1
petster-friendships-cat,1130,2
petster-friendships-cat,1131,2
petster-friendships-cat,1133,1
petster-friendships-cat,1134,2
petster-friendships-cat,1135,2
petster-friendships-cat,1136,1
petster-friendships-cat,1137,1
petster-friendships-cat,1139,3
petster-friendships-cat,1140,2
petster-friendships-cat,1141,1
petster-friendships-cat,1143,2
petster-friendships-cat,1144,2
petster-friendships-cat,1145,3
petster-friendships-cat,1146,2
petster-friendships-cat,1147,2
petster-friendships-cat,1148,2
petster-friendships-cat,1149,2
petster-friendships-cat,1150,1
petster-friendships-cat,1151,2
petster-friendships-cat,1152,3
petster-friendships-cat,1153,2
petster-friendships-cat,1154,1
petster-friendships-cat,1155,1
petster-friendships-cat,1156,1
petster-friendships-cat,1157,2
petster-friendships-cat,1158,2
petster-friendships-cat,1159,2
petster-friendships-cat,1160,1
petster-friendships-cat,1161,3
petster-friendships-cat,1162,3
petster-friendships-cat,1164,3
petster-friendships-cat,1165,2
petster-friendships-cat,1166,4
petster-friendships-cat,1167,1
petster-friendships-cat,1169,2
petster-friendships-cat,1170,3
petster-friendships-cat,1172,4
petster-friendships-cat,1173,3
petster-friendships-cat,1174,1
petster-friendships-cat,1175,3
petster-friendships-cat,1176,2
petster-friendships-cat,1178,2
petster-friendships-cat,1179,1
petster-friendships-cat,1180,2
petster-friendships-cat,1182,3
petster-friendships-cat,1184,2
petster-friendships-cat,1185,2
petster-friendships-cat,1186,1
petster-friendships-cat,1187,3
petster-friendships-cat,1188,2
petster-friendships-cat,1189,3
petster-friendships-cat,1190,1
petster-friendships-cat,1191,3
petster-friendships-cat,1192,1
petster-friendships-cat,1193,1
petster-friendships-cat,1195,1
petster-friendships-cat,1196,3
petster-friendships-cat,1197,2
petster-friendships-cat,1199,2
petster-friendships-cat,1200,3
petster-friendships-cat,1201,1
petster-friendships-cat,1202,1
petster-friendships-cat,1203,2
petster-friendships-cat,1204,1
petster-friendships-cat,1205,1
petster-friendships-cat,1206,1
petster-friendships-cat,1207,2
petster-friendships-cat,1208,2
petster-friendships-cat,1209,1
petster-friendships-cat,1211,1
petster-friendships-cat,1212,3
petster-friendships-cat,1213,3
petster-friendships-cat,1214,2
petster-friendships-cat,1215,4
petster-friendships-cat,1216,5
petster-friendships-cat,1217,3
petster-friendships-cat,1218,2
petster-friendships-cat,1220,3
petster-friendships-cat,1222,1
petster-friendships-cat,1223,2
petster-friendships-cat,1225,2
petster-friendships-cat,1226,1
petster-friendships-cat,1228,3
petster-friendships-cat,1229,4
petster-friendships-cat,1230,2
petster-friendships-cat,1231,2
petster-friendships-cat,1232,4
petster-friendships-cat,1233,4
petster-friendships-cat,1235,2
petster-friendships-cat,1236,6
petster-friendships-cat,1237,1
petster-friendships-cat,1238,4
petster-friendships-cat,1239,3
petster-friendships-cat,1240,1
petster-friendships-cat,1241,5
petster-friendships-cat,1242,3
petster-friendships-cat,1243,2
petster-friendships-cat,1244,1
petster-friendships-cat,1245,2
petster-friendships-cat,1246,3
petster-friendships-cat,1247,1
petster-friendships-cat,1248,2
petster-friendships-cat,1249,2
petster-friendships-cat,1250,1
petster-friendships-cat,1251,1
petster-friendships-cat,1252,1
petster-friendships-cat,1254,2
petster-friendships-cat,1255,1
petster-friendships-cat,1256,2
petster-friendships-cat,1257,3
petster-friendships-cat,1258,1
petster-friendships-cat,1259,4
petster-friendships-cat,1260,2
petster-friendships-cat,1261,4
petster-friendships-cat,1262,1
petster-friendships-cat,1263,2
petster-friendships-cat,1264,2
petster-friendships-cat,1265,2
petster-friendships-cat,1266,4
petster-friendships-cat,1267,1
petster-friendships-cat,1268,1
petster-friendships-cat,1269,1
petster-friendships-cat,1270,3
petster-friendships-cat,1271,1
petster-friendships-cat,1272,4
petster-friendships-cat,1273,3
petster-friendships-cat,1274,5
petster-friendships-cat,1275,3
petster-friendships-cat,1276,2
petster-friendships-cat,1277,1
petster-friendships-cat,1278,2
petster-friendships-cat,1279,4
petster-friendships-cat,1280,3
petster-friendships-cat,1281,2
petster-friendships-cat,1283,2
petster-friendships-cat,1285,1
petster-friendships-cat,1286,1
petster-friendships-cat,1290,2
petster-friendships-cat,1291,1
petster-friendships-cat,1295,3
petster-friendships-cat,1296,2
petster-friendships-cat,1297,1
petster-friendships-cat,1298,1
petster-friendships-cat,1301,2
petster-friendships-cat,1303,3
petster-friendships-cat,1305,2
petster-friendships-cat,1306,1
petster-friendships-cat,1307,1
petster-friendships-cat,1308,1
petster-friendships-cat,1309,2
petster-friendships-cat,1310,1
petster-friendships-cat,1312,1
petster-friendships-cat,1313,2
petster-friendships-cat,1314,2
petster-friendships-cat,1315,4
petster-friendships-cat,1316,3
petster-friendships-cat,1317,2
petster-friendships-cat,1319,2
petster-friendships-cat,1320,1
petster-friendships-cat,1326,4
petster-friendships-cat,1327,1
petster-friendships-cat,1328,2
petster-friendships-cat,1330,1
petster-friendships-cat,1331,1
petster-friendships-cat,1332,3
petster-friendships-cat,1334,2
petster-friendships-cat,1335,1
petster-friendships-cat,1336,1
petster-friendships-cat,1338,3
petster-friendships-cat,1339,4
petster-friendships-cat,1340,1
petster-friendships-cat,1342,1
petster-friendships-cat,1343,2
petster-friendships-cat,1344,1
petster-friendships-cat,1345,2
petster-friendships-cat,1347,1
petster-friendships-cat,1348,2
petster-friendships-cat,1349,1
petster-friendships-cat,1350,1
petster-friendships-cat,1351,1
petster-friendships-cat,1353,2
petster-friendships-cat,1355,1
petster-friendships-cat,1356,1
petster-friendships-cat,1357,1
petster-friendships-cat,1358,1
petster-friendships-cat,1359,2
petster-friendships-cat,1360,2
petster-friendships-cat,1362,2
petster-friendships-cat,1364,1
petster-friendships-cat,1365,3
petster-friendships-cat,1366,5
petster-friendships-cat,1367,1
petster-friendships-cat,1368,1
petster-friendships-cat,1369,3
petster-friendships-cat,1371,3
petster-friendships-cat,1372,3
petster-friendships-cat,1374,1
petster-friendships-cat,1375,2
petster-friendships-cat,1377,4
petster-friendships-cat,1378,1
petster-friendships-cat,1380,2
petster-friendships-cat,1382,1
petster-friendships-cat,1383,1
petster-friendships-cat,1384,2
petster-friendships-cat,1386,1
petster-friendships-cat,1388,1
petster-friendships-cat,1389,1
petster-friendships-cat,1390,1
petster-friendships-cat,1391,1
petster-friendships-cat,1393,2
petster-friendships-cat,1396,1
petster-friendships-cat,1398,1
petster-friendships-cat,1399,1
petster-friendships-cat,1400,3
petster-friendships-cat,1402,2
petster-friendships-cat,1404,1
petster-friendships-cat,1407,1
petster-friendships-cat,1411,2
petster-friendships-cat,1412,1
petster-friendships-cat,1413,1
petster-friendships-cat,1415,1
petster-friendships-cat,1416,1
petster-friendships-cat,1418,2
petster-friendships-cat,1420,1
petster-friendships-cat,1421,1
petster-friendships-cat,1423,1
petster-friendships-cat,1430,1
petster-friendships-cat,1437,3
petster-friendships-cat,1439,1
petster-friendships-cat,1440,3
petster-friendships-cat,1443,2
petster-friendships-cat,1445,2
petster-friendships-cat,1448,1
petster-friendships-cat,1449,1
petster-friendships-cat,1452,2
petster-friendships-cat,1453,1
petster-friendships-cat,1456,1
petster-friendships-cat,1457,2
petster-friendships-cat,1458,1
petster-friendships-cat,1459,1
petster-friendships-cat,1461,1
petster-friendships-cat,1462,2
petster-friendships-cat,1463,1
petster-friendships-cat,1466,2
petster-friendships-cat,1468,1
petster-friendships-cat,1470,1
petster-friendships-cat,1471,1
petster-friendships-cat,1473,1
petster-friendships-cat,1475,1
petster-friendships-cat,1476,1
petster-friendships-cat,1482,1
petster-friendships-cat,1483,1
petster-friendships-cat,1484,2
petster-friendships-cat,1485,2
petster-friendships-cat,1486,1
petster-friendships-cat,1487,1
petster-friendships-cat,1488,1
petster-friendships-cat,1489,2
petster-friendships-cat,1491,1
petster-friendships-cat,1492,3
petster-friendships-cat,1494,3
petster-friendships-cat,1495,2
petster-friendships-cat,1496,3
petster-friendships-cat,1498,1
petster-friendships-cat,1501,2
petster-friendships-cat,1502,1
petster-friendships-cat,1504,1
petster-friendships-cat,1505,1
petster-friendships-cat,1507,2
petster-friendships-cat,1508,2
petster-friendships-cat,1511,1
petster-friendships-cat,1512,1
petster-friendships-cat,1513,2
petster-friendships-cat,1514,2
petster-friendships-cat,1515,1
petster-friendships-cat,1516,2
petster-friendships-cat,1518,1
petster-friendships-cat,1519,2
petster-friendships-cat,1521,1
petster-friendships-cat,1522,1
petster-friendships-cat,1526,2
petster-friendships-cat,1531,1
petster-friendships-cat,1532,2
petster-friendships-cat,1537,1
petster-friendships-cat,1540,1
petster-friendships-cat,1541,1
petster-friendships-cat,1542,1
petster-friendships-cat,1543,2
petster-friendships-cat,1545,1
petster-friendships-cat,1550,1
petster-friendships-cat,1553,1
petster-friendships-cat,1555,1
petster-friendships-cat,1560,2
petster-friendships-cat,1562,1
petster-friendships-cat,1564,2
petster-friendships-cat,1565,1
petster-friendships-cat,1566,1
petster-friendships-cat,1568,2
petster-friendships-cat,1569,2
petster-friendships-cat,1572,1
petster-friendships-cat,1574,2
petster-friendships-cat,1575,1
petster-friendships-cat,1578,1
petster-friendships-cat,1581,1
petster-friendships-cat,1584,2
petster-friendships-cat,1585,2
petster-friendships-cat,1586,1
petster-friendships-cat,1590,2
petster-friendships-cat,1591,1
petster-friendships-cat,1592,1
petster-friendships-cat,1593,1
petster-friendships-cat,1595,1
petster-friendships-cat,1601,2
petster-friendships-cat,1602,1
petster-friendships-cat,1608,2
petster-friendships-cat,1609,1
petster-friendships-cat,1610,2
petster-friendships-cat,1612,1
petster-friendships-cat,1615,1
petster-friendships-cat,1616,2
petster-friendships-cat,1622,1
petster-friendships-cat,1623,1
petster-friendships-cat,1624,1
petster-friendships-cat,1627,1
petster-friendships-cat,1629,2
petster-friendships-cat,1633,2
petster-friendships-cat,1636,1
petster-friendships-cat,1637,1
petster-friendships-cat,1641,1
petster-friendships-cat,1642,1
petster-friendships-cat,1648,1
petster-friendships-cat,1649,1
petster-friendships-cat,1653,3
petster-friendships-cat,1654,1
petster-friendships-cat,1656,4
petster-friendships-cat,1658,1
petster-friendships-cat,1659,1
petster-friendships-cat,1661,1
petster-friendships-cat,1662,2
petster-friendships-cat,1663,1
petster-friendships-cat,1664,1
petster-friendships-cat,1665,1
petster-friendships-cat,1666,3
petster-friendships-cat,1667,2
petster-friendships-cat,1671,1
petster-friendships-cat,1672,1
petster-friendships-cat,1673,1
petster-friendships-cat,1676,1
petster-friendships-cat,1677,2
petster-friendships-cat,1681,1
petster-friendships-cat,1683,2
petster-friendships-cat,1684,1
petster-friendships-cat,1686,1
petster-friendships-cat,1691,1
petster-friendships-cat,1692,1
petster-friendships-cat,1694,1
petster-friendships-cat,1698,1
petster-friendships-cat,1699,1
petster-friendships-cat,1700,2
petster-friendships-cat,1702,1
petster-friendships-cat,1703,2
petster-friendships-cat,1706,2
petster-friendships-cat,1707,1
petster-friendships-cat,1710,1
petster-friendships-cat,1713,1
petster-friendships-cat,1715,1
petster-friendships-cat,1718,2
petster-friendships-cat,1721,2
petster-friendships-cat,1722,1
petster-friendships-cat,1723,1
petster-friendships-cat,1724,1
petster-friendships-cat,1725,1
petster-friendships-cat,1726,4
petster-friendships-cat,1728,1
petster-friendships-cat,1729,1
petster-friendships-cat,1730,3
petster-friendships-cat,1734,1
petster-friendships-cat,1735,1
petster-friendships-cat,1736,3
petster-friendships-cat,1737,2
petster-friendships-cat,1738,1
petster-friendships-cat,1739,2
petster-friendships-cat,1740,2
petster-friendships-cat,1741,1
petster-friendships-cat,1742,1
petster-friendships-cat,1746,1
petster-friendships-cat,1747,2
petster-friendships-cat,1748,3
petster-friendships-cat,1750,5
petster-friendships-cat,1752,2
petster-friendships-cat,1753,1
petster-friendships-cat,1754,1
petster-friendships-cat,1755,3
petster-friendships-cat,1756,1
petster-friendships-cat,1757,1
petster-friendships-cat,1758,1
petster-friendships-cat,1759,1
petster-friendships-cat,1761,1
petster-friendships-cat,1762,1
petster-friendships-cat,1763,1
petster-friendships-cat,1769,2
petster-friendships-cat,1770,2
petster-friendships-cat,1771,1
petster-friendships-cat,1772,2
petster-friendships-cat,1773,1
petster-friendships-cat,1775,2
petster-friendships-cat,1777,1
petster-friendships-cat,1782,1
petster-friendships-cat,1783,1
petster-friendships-cat,1787,1
petster-friendships-cat,1790,1
petster-friendships-cat,1791,1
petster-friendships-cat,1793,1
petster-friendships-cat,1794,2
petster-friendships-cat,1796,1
petster-friendships-cat,1797,1
petster-friendships-cat,1798,1
petster-friendships-cat,1800,2
petster-friendships-cat,1802,2
petster-friendships-cat,1803,3
petster-friendships-cat,1807,1
petster-friendships-cat,1809,1
petster-friendships-cat,1810,2
petster-friendships-cat,1811,1
petster-friendships-cat,1815,2
petster-friendships-cat,1816,1
petster-friendships-cat,1817,1
petster-friendships-cat,1818,1
petster-friendships-cat,1820,1
petster-friendships-cat,1822,1
petster-friendships-cat,1825,1
petster-friendships-cat,1830,1
petster-friendships-cat,1833,1
petster-friendships-cat,1834,2
petster-friendships-cat,1836,1
petster-friendships-cat,1839,1
petster-friendships-cat,1843,2
petster-friendships-cat,1855,1
petster-friendships-cat,1856,2
petster-friendships-cat,1863,1
petster-friendships-cat,1867,1
petster-friendships-cat,1873,3
petster-friendships-cat,1874,1
petster-friendships-cat,1877,1
petster-friendships-cat,1878,1
petster-friendships-cat,1880,1
petster-friendships-cat,1889,1
petster-friendships-cat,1891,1
petster-friendships-cat,1894,1
petster-friendships-cat,1898,1
petster-friendships-cat,1899,1
petster-friendships-cat,1902,1
petster-friendships-cat,1906,2
petster-friendships-cat,1908,1
petster-friendships-cat,1910,1
petster-friendships-cat,1912,1
petster-friendships-cat,1919,1
petster-friendships-cat,1921,1
petster-friendships-cat,1924,2
petster-friendships-cat,1925,1
petster-friendships-cat,1934,1
petster-friendships-cat,1935,3
petster-friendships-cat,1937,2
petster-friendships-cat,1941,1
petster-friendships-cat,1944,1
petster-friendships-cat,1945,1
petster-friendships-cat,1950,1
petster-friendships-cat,1951,1
petster-friendships-cat,1952,1
petster-friendships-cat,1953,1
petster-friendships-cat,1954,1
petster-friendships-cat,1958,1
petster-friendships-cat,1963,2
petster-friendships-cat,1966,2
petster-friendships-cat,1970,1
petster-friendships-cat,1972,1
petster-friendships-cat,1974,1
petster-friendships-cat,1976,2
petster-friendships-cat,1977,1
petster-friendships-cat,1979,1
petster-friendships-cat,1980,2
petster-friendships-cat,1982,1
petster-friendships-cat,1990,1
petster-friendships-cat,1992,1
petster-friendships-cat,1998,1
petster-friendships-cat,1999,4
petster-friendships-cat,2005,1
petster-friendships-cat,2006,1
petster-friendships-cat,2011,1
petster-friendships-cat,2012,1
petster-friendships-cat,2013,2
petster-friendships-cat,2014,1
petster-friendships-cat,2018,1
petster-friendships-cat,2020,1
petster-friendships-cat,2023,2
petster-friendships-cat,2026,2
petster-friendships-cat,2027,1
